Apodo,Nombre,Fecha,Ciudad,Provincia,País,PJ,PT,PC,PS,PX,PG,PE,PP,Min,G,GP,GPP,GE,TA,TR,EI,EF,Altura,Peso
Mendieta,Gaizka Mendieta Zabala,27/03/1974,Lekeitio,Bizkaia,España,40,21,8,19,13,25,9,6,2036,8,2,0,0,0,0,25,28,173.0,69.0
Asensi,Juan Manuel Asensi Ripoll,23/09/1949,Alicante,Alicante,España,41,38,34,3,4,20,9,12,3324,7,0,0,0,2,0,19,30,180.0,79.0
Mata,Juan Manuel Mata García,28/04/1988,Burgos,Burgos,España,41,18,5,23,13,29,7,5,1673,10,1,0,0,0,0,20,28,170.0,63.0
Pirri,José Martínez Sánchez,11/03/1945,Ceuta,Ceuta,España,41,40,33,1,7,22,9,10,3347,16,3,0,0,2,0,21,33,174.0,72.0
Señor,Juan Antonio Señor Gómez,26/08/1958,Madrid,Madrid,España,41,28,24,13,4,23,11,7,2775,6,2,0,0,0,0,24,29,167.0,64.0
Julen Guerrero,Julen Guerrero López,07/01/1974,Portugalete,Bizkaia,España,41,28,9,13,19,30,10,1,2095,13,1,0,0,4,0,19,26,178.0,73.0
Amancio,Amancio Amaro Varela,16/10/1939,A Coruña,A Coruña,España,42,41,31,1,10,19,10,13,3420,11,0,0,0,0,0,23,34,168.0,67.0
Gallego,Ricardo Gallego Redondo,08/02/1959,Madrid,Madrid,España,42,37,25,5,12,22,10,10,3151,2,0,0,0,1,0,23,29,179.0,72.0
Gento,Francisco Gento López,21/10/1933,Guarnizo,Cantabria,España,43,43,42,0,1,23,8,12,3833,5,0,0,0,0,0,21,35,168.0,71.0
Baraja,Rubén Baraja Vegas,11/07/1975,Valladolid,Valladolid,España,43,29,13,14,16,26,14,3,2511,7,0,1,0,9,0,25,30,181.0,77.0
De Gea,David de Gea Quintana,07/11/1990,Illescas,Toledo,España,45,44,42,1,2,27,10,8,3924,0,0,0,36,1,0,23,29,192.0,82.0
Valerón,Juan Carlos Valerón Santana,17/06/1975,Arguineguín,Las Palmas,España,46,26,9,20,17,27,15,4,2797,5,0,0,0,3,0,23,29,184.0,71.0
Jesús Navas,Jesús Navas González,21/11/1985,Los Palacios y Villafranca,Sevilla,España,46,17,13,29,4,32,9,5,2470,5,0,0,0,1,0,23,34,172.0,64.0
Cañizares,José Santiago Cañizares Ruiz,18/12/1969,Madrid,Madrid,España,46,30,22,16,9,34,8,4,3160,0,0,0,26,1,0,23,36,181.0,78.0
Thiago Alcántara,Thiago Alcántara do Nascimento,11/04/1991,San Pietro Vernotico,Extranjero,Italia,46,29,14,17,15,27,15,4,2625,2,0,0,0,4,0,20,30,174.0,70.0
Morientes,Fernando Morientes Sánchez,05/04/1976,Cilleros,Cáceres,España,47,31,8,16,23,29,12,6,2523,27,0,0,0,2,0,21,30,184.0,78.0
Iván Helguera,Iván Helguera Bujía,28/03/1975,Santander,Cantabria,España,47,32,22,15,10,29,12,6,2988,3,0,0,0,7,0,23,29,185.0,73.0
Guardiola,Josep Guardiola Sala,18/01/1971,Santpedor,Barcelona,España,47,38,21,9,17,32,8,7,3325,5,3,0,0,3,0,21,30,180.0,76.0
Sanchis,Manuel Sanchis Hontiyuelo,23/05/1965,Madrid,Madrid,España,48,45,39,3,5,23,9,16,3990,1,0,0,0,4,1,21,26,177.0,72.0
Iribar,José Ángel Iribar Kortajarena,01/03/1943,Zarautz,Gipuzkoa,España,49,48,47,1,1,23,16,10,4350,0,0,1,42,0,0,21,33,182.0,80.0
Joaquín,Joaquín Sánchez Rodríguez,21/07/1981,El Puerto de Santa María,Cádiz,España,51,28,12,23,16,32,15,4,2961,4,0,0,0,2,0,20,26,179.0,75.0
Albelda,David Albelda Aliqués,01/09/1977,La Pobla Llarga,Valencia,España,51,46,23,5,23,35,13,3,3666,0,0,0,0,12,0,24,30,183.0,80.0
Morata,Álvaro Borja Morata Martín,23/10/1992,Madrid,Madrid,España,52,38,12,14,26,32,13,7,3188,25,2,0,0,3,0,22,28,190.0,84.0
Míchel Salgado,Miguel Ángel Salgado Fernández,22/10/1975,As Neves,Pontevedra,España,53,49,42,4,7,35,13,5,4291,0,0,0,0,9,0,22,30,176.0,72.0
Etxeberria,Joseba Andoni Etxeberria Lizardi,05/09/1977,Elgoibar,Gipuzkoa,España,53,39,15,14,24,34,10,9,3203,12,0,0,0,2,0,20,26,178.0,72.0
Alkorta,Rafael Alkorta Martínez,16/09/1968,Bilbao,Bizkaia,España,54,50,44,4,6,32,15,7,4401,0,0,0,0,11,0,21,30,179.0,74.0
Abelardo,Abelardo Fernández Antuña,19/04/1970,Gijón,Asturias,España,54,53,50,1,3,27,18,9,4739,3,0,0,0,10,0,21,30,180.0,77.0
Julio Salinas,Julio Salinas Fernández,11/09/1962,Bilbao,Bizkaia,España,56,40,14,16,26,29,17,10,3206,22,0,0,0,4,0,23,33,188.0,80.0
Sergi,Sergi Barjuán Esclusa,28/12/1971,Les Franqueses del Vallès,Barcelona,España,56,54,46,2,7,30,20,6,4701,1,0,0,0,8,1,22,30,172.0,68.0
Arbeloa,Álvaro Arbeloa Coca,17/01/1983,Salamanca,Salamanca,España,56,45,38,11,7,42,8,6,4252,0,0,0,0,9,0,25,30,184.0,78.0
Santillana,Carlos Alonso González,23/08/1952,Santillana del Mar,Cantabria,España,56,46,37,10,9,23,16,17,4412,15,0,0,0,1,0,22,32,175.0,74.0
Albiol,Raúl Albiol Tortajada,04/09/1985,València,Valencia,España,58,46,43,12,3,50,3,5,4548,0,0,0,0,3,0,22,36,187.0,74.0
Capdevila,Joan Capdevila Méndez,03/02/1978,Tàrrega,Lleida,España,60,54,43,6,11,53,3,4,4744,4,0,0,0,5,0,24,33,182.0,78.0
Víctor Muñoz,Víctor Muñoz Manrique,15/03/1957,Zaragoza,Zaragoza,España,60,58,50,2,8,32,15,13,5083,3,0,0,0,9,0,24,31,172.0,71.0
Luis Enrique,Luis Enrique Martínez García,08/05/1970,Gijón,Asturias,España,62,54,36,8,18,36,18,8,4632,12,0,0,0,8,0,20,32,180.0,73.0
Koke,Jorge Resurrección Merodio,08/01/1992,Madrid,Madrid,España,62,41,28,21,13,37,18,7,4007,0,0,0,0,1,0,21,29,176.0,77.0
Nadal,Miquel Àngel Nadal Homar,28/07/1966,Manacor,Islas Baleares,España,62,56,45,6,9,39,15,8,4906,3,0,0,0,5,2,25,35,187.0,83.0
Pedro,Pedro Eliezer Rodríguez Ledesma,28/07/1987,Santa Cruz de Tenerife,Santa Cruz de Tenerife,España,65,36,12,29,24,45,8,12,3505,17,0,0,0,3,0,22,30,169.0,65.0
Míchel,José Miguel González Martín del Campo,23/03/1963,Madrid,Madrid,España,66,65,43,1,22,35,15,16,5390,21,9,1,0,4,0,22,29,182.0,77.0
Arconada,Luis Miguel Arconada Echarri,26/06/1954,Donostia/San Sebastián,Gipuzkoa,España,68,65,60,3,5,28,22,18,5792,0,0,0,62,0,0,22,30,179.0,78.0
Marchena,Carlos Marchena López,31/07/1979,Las Cabezas de San Juan,Sevilla,España,69,57,49,12,8,54,12,3,5088,2,0,0,0,12,0,23,31,182.0,76.0
Butragueño,Emilio Butragueño Santos,22/07/1963,Madrid,Madrid,España,69,67,42,2,25,37,13,19,5459,26,3,0,0,0,0,21,29,170.0,68.0
Gordillo,Rafael Gordillo Vázquez,24/02/1957,Almendralejo,Badajoz,España,75,72,57,3,15,30,24,21,6285,3,0,0,0,4,0,21,31,180.0,74.0
Camacho,José Antonio Camacho Alfaro,08/06/1955,Cieza,Murcia,España,81,79,72,2,7,40,24,17,7003,0,0,0,0,9,0,19,33,174.0,70.0
Cazorla,Santiago Cazorla González,13/12/1984,Lugo de Llanera,Asturias,España,81,41,16,40,25,64,7,10,4283,15,1,0,0,4,0,23,34,168.0,66.0
Jordi Alba,Jordi Alba Ramos,21/03/1989,L'Hospitalet de Llobregat,Barcelona,España,82,77,63,5,14,53,19,10,6867,8,0,0,0,8,0,22,32,170.0,68.0
Hierro,Fernando Ruiz Hierro,23/03/1968,Vélez-Málaga,Málaga,España,89,81,63,8,17,52,28,9,7020,29,11,1,0,12,1,21,34,187.0,84.0
Villa,David Villa Sánchez,03/12/1981,Tuilla,Asturias,España,98,80,31,18,49,79,7,12,6371,59,9,0,0,6,0,23,35,175.0,69.0
Puyol,Carles Puyol Saforcada,13/04/1978,La Pobla de Segur,Lleida,España,100,94,70,6,24,70,19,11,7708,3,0,1,0,16,0,22,34,178.0,78.0
Piqué,Gerard Piqué Bernabeu,02/02/1987,Barcelona,Barcelona,España,102,96,78,6,17,73,15,14,8420,5,0,1,0,14,1,22,31,194.0,85.0
Raúl,Raúl González Blanco,27/06/1977,Madrid,Madrid,España,102,93,50,9,43,65,23,14,7556,44,3,0,0,1,0,19,29,180.0,70.0
Fàbregas,Francesc Fàbregas Soler,04/05/1987,Arenys de Mar,Barcelona,España,110,68,22,42,46,82,13,15,6162,15,0,0,0,15,0,18,29,180.0,77.0
Fernando Torres,Fernando José Torres Sanz,20/03/1984,Fuenlabrada,Madrid,España,110,75,21,35,54,82,16,12,6052,38,5,0,0,4,0,19,30,186.0,78.0
Xabi Alonso,Xabier Alonso Olano,25/11/1981,Tolosa,Gipuzkoa,España,114,86,48,28,37,88,13,13,7453,16,6,0,0,10,1,21,32,183.0,75.0
Silva,David Josué Jiménez Silva,08/01/1986,Arguineguín,Las Palmas,España,125,96,37,29,59,90,21,14,7956,35,2,0,0,10,0,20,32,170.0,67.0
Zubizarreta,Andoni Zubizarreta Urreta,23/10/1961,Vitoria-Gasteiz,Araba/Álava,España,126,125,106,1,18,70,33,23,10804,0,0,1,100,2,1,23,36,187.0,86.0
Iniesta,Andrés Iniesta Luján,11/05/1984,Fuentealbilla,Albacete,España,131,105,47,26,58,96,20,15,8875,13,1,0,0,4,0,22,34,171.0,68.0
Busquets,Sergio Busquets Burgos,16/07/1988,Sabadell,Barcelona,España,133,119,89,14,30,94,20,19,10570,2,0,0,0,23,0,20,32,189.0,76.0
Xavi,Xavier Hernández Creus,25/01/1980,Terrassa,Barcelona,España,133,108,64,25,44,100,22,11,9377,13,0,0,0,9,0,20,34,170.0,68.0
Casillas,Iker Casillas Fernández,20/05/1981,Móstoles,Madrid,España,167,154,125,13,29,121,27,19,13305,0,0,0,93,2,0,19,35,182.0,80.0
Sergio Ramos,Sergio Ramos García,30/03/1986,Camas,Sevilla,España,180,161,118,19,43,131,28,21,13709,23,8,0,0,24,0,18,34,184.0,83.0
